"Step","shared_encoder_v2 - generated R distribution"
"1327","{""values"":[6,29,112,919,4052,11871,23430,33786,40424,44321,46579,49761,51333,52655,51523,49281,45956,42048,38159,34724,31760,28696,26077,23965,22093,20354,18800,17257,16183,15145,13832,12503,11874,11231,10695,10126,9578,9142,8719,8245,7967,7658,7415,7021,6722,6494,6252,5856,5788,5339,4994,4654,4444,4121,3755,3202,2745,2247,1764,1225,824,460,231,154],""_type"":""histogram"",""bins"":[1.7465829849243164,5.703667864203453,9.66075274348259,13.617837622761726,17.574922502040863,21.53200738132,25.489092260599136,29.446177139878273,33.40326201915741,37.360346898436546,41.31743177771568,45.27451665699482,49.231601536273956,53.18868641555309,57.14577129483223,61.102856174111366,65.0599410533905,69.01702593266964,72.97411081194878,76.93119569122791,80.88828057050705,84.84536544978619,88.80245032906532,92.75953520834446,96.7166200876236,100.67370496690273,104.63078984618187,108.587874725461,112.54495960474014,116.50204448401928,120.45912936329842,124.41621424257755,128.3732991218567,132.33038400113583,136.28746888041496,140.2445537596941,144.20163863897324,148.15872351825237,152.1158083975315,156.07289327681065,160.02997815608978,163.98706303536892,167.94414791464806,171.9012327939272,175.85831767320633,179.81540255248547,183.7724874317646,187.72957231104374,191.68665719032288,195.643742069602,199.60082694888115,203.5579118281603,207.51499670743942,211.47208158671856,215.4291664659977,219.38625134527683,223.34333622455597,227.3004211038351,231.25750598311424,235.21459086239338,239.17167574167252,243.12876062095165,247.0858455002308,251.04293037950993,255.00001525878906]}"
"1332","{""_type"":""histogram"",""values"":[2,7,19,58,167,412,810,1509,2404,3596,4943,6734,8241,9882,11767,13006,14777,16445,17369,18646,19506,20332,21077,21754,22319,22967,23573,24006,24633,25364,26121,26686,27507,28132,28600,29334,29903,30505,30744,31063,31296,31660,31497,32430,33394,36175,40367,41777,37721,31607,23451,14356,7611,4055,2157,1307,928,640,500,365,205,91,42,24],""bins"":[1.8805782794952393,5.835569482296705,9.790560685098171,13.745551887899637,17.700543090701103,21.65553429350257,25.610525496304035,29.5655166991055,33.52050790190697,37.47549910470843,41.4304903075099,45.385481510311365,49.34047271311283,53.2954639159143,57.25045511871576,61.20544632151723,65.1604375243187,69.11542872712016,73.07041992992163,77.0254111327231,80.98040233552456,84.93539353832603,88.89038474112749,92.84537594392896,96.80036714673042,100.75535834953189,104.71034955233335,108.66534075513482,112.62033195793629,116.57532316073775,120.53031436353922,124.48530556634068,128.44029676914215,132.39528797194362,136.35027917474508,140.30527037754655,144.26026158034801,148.21525278314948,152.17024398595095,156.1252351887524,160.08022639155388,164.03521759435534,167.9902087971568,171.94519999995828,175.90019120275974,179.8551824055612,183.81017360836267,187.76516481116414,191.7201560139656,195.67514721676707,199.63013841956854,203.58512962237,207.54012082517147,211.49511202797294,215.4501032307744,219.40509443357587,223.36008563637733,227.3150768391788,231.27006804198027,235.22505924478173,239.1800504475832,243.13504165038466,247.09003285318613,251.0450240559876,255.00001525878906]}"
"1337","{""_type"":""histogram"",""values"":[12,47,154,478,1376,3052,7429,15483,23499,30290,36058,40940,44547,46035,45884,43927,41876,38343,35292,32427,30214,28084,25991,23882,22557,21154,20252,19152,18273,17759,17261,16616,16302,16285,15849,15487,15238,15257,14749,14580,14146,13976,13540,13279,12801,12517,12046,11806,11111,10687,10622,9625,7954,6111,4707,3470,2727,1928,1397,984,528,293,122,108],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1342","{""_type"":""histogram"",""values"":[13,32,111,379,1045,3069,6877,11024,14883,19050,22333,25571,28500,30332,31197,31042,30560,29226,28299,27263,26488,25685,24300,23541,23035,22601,22105,21692,21656,21575,21195,20655,20677,20999,20348,20264,20520,20095,19819,19839,19940,19285,19374,19038,18803,18667,18440,19579,21162,22095,20262,16191,12257,8101,5505,3657,2529,1969,1498,991,626,378,232,102],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1347","{""values"":[46,151,738,2863,9612,23269,41585,57100,66416,70412,70550,68300,63449,56775,49636,43260,36609,31793,27286,23590,20807,18484,16404,14784,13543,12613,11494,10642,10025,9640,9171,8933,8556,8509,8280,8145,8051,7934,7877,7463,7454,7249,6829,6636,6378,5934,5561,5077,4814,4345,4044,3547,3190,2848,2478,2076,1631,1337,950,654,355,214,87,93],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1352","{""_type"":""histogram"",""values"":[19,46,153,429,1076,2265,4696,7875,11602,15643,19509,23606,26657,28514,29138,29930,29743,29276,28661,27409,26462,25399,25148,24375,23655,23022,22696,22773,22836,22430,22234,22578,22522,22586,22729,22761,22568,22711,22376,22020,21653,21505,21178,20852,20765,20848,21173,21094,21500,21031,18699,13474,9037,5496,3428,2171,1541,1104,771,512,320,151,96,49],""bins"":[2.411426544189453,6.358123242855072,10.304819941520691,14.25151664018631,18.19821333885193,22.144910037517548,26.091606736183167,30.038303434848785,33.985000133514404,37.93169683218002,41.87839353084564,45.82509022951126,49.77178692817688,53.7184836268425,57.66518032550812,61.61187702417374,65.55857372283936,69.50527042150497,73.4519671201706,77.39866381883621,81.34536051750183,85.29205721616745,89.23875391483307,93.18545061349869,97.1321473121643,101.07884401082993,105.02554070949554,108.97223740816116,112.91893410682678,116.8656308054924,120.81232750415802,124.75902420282364,128.70572090148926,132.65241760015488,136.5991142988205,140.54581099748611,144.49250769615173,148.43920439481735,152.38590109348297,156.3325977921486,160.2792944908142,164.22599118947983,168.17268788814545,172.11938458681107,176.06608128547668,180.0127779841423,183.95947468280792,187.90617138147354,191.85286808013916,195.79956477880478,199.7462614774704,203.69295817613602,207.63965487480164,211.58635157346725,215.53304827213287,219.4797449707985,223.4264416694641,227.37313836812973,231.31983506679535,235.26653176546097,239.2132284641266,243.1599251627922,247.10662186145782,251.05331856012344,255.00001525878906]}"
"1357","{""_type"":""histogram"",""values"":[8,8,34,132,342,841,2034,4264,8059,12758,18109,23645,29603,34604,38946,40848,42282,41330,40134,38298,36444,34599,32909,30872,29165,27796,26356,25499,24537,23668,22527,21828,21396,20865,20313,19574,19149,18788,18096,17364,16755,15971,15645,14755,14181,13576,13202,13422,13428,12735,10549,7926,5731,4051,2706,1848,1386,980,680,451,278,146,87,63],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1362","{""_type"":""histogram"",""values"":[9,36,137,387,1080,2532,5611,10464,16575,23965,31890,39917,46496,50205,50362,48344,45047,41375,37024,34031,30769,28613,26261,24544,23122,22131,20917,19799,18897,18615,18056,17582,17284,17081,17078,16564,16457,16252,15807,15549,15419,14805,14009,13540,12869,12350,11934,11722,11018,9995,8011,6453,5056,3745,3028,2406,1756,1347,966,563,351,211,95,62],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1367","{""_type"":""histogram"",""values"":[3,26,107,304,633,1302,2301,3512,4824,6143,7378,8560,9775,10702,11696,12521,13300,14233,14806,15770,16322,17091,17901,18968,19659,20862,21713,22461,23662,24383,25516,26634,27864,28973,29870,30634,31495,32115,32980,33703,34264,35017,36016,40656,45802,48840,47995,42142,33040,21795,12040,5834,2598,1017,395,191,114,62,31,14,6,3,0,2],""bins"":[9.699989318847656,13.532801985740662,17.365614652633667,21.198427319526672,25.031239986419678,28.864052653312683,32.69686532020569,36.529677987098694,40.3624906539917,44.195303320884705,48.02811598777771,51.860928654670715,55.69374132156372,59.526553988456726,63.35936665534973,67.19217932224274,71.02499198913574,74.85780465602875,78.69061732292175,82.52342998981476,86.35624265670776,90.18905532360077,94.02186799049377,97.85468065738678,101.68749332427979,105.52030599117279,109.3531186580658,113.1859313249588,117.0187439918518,120.85155665874481,124.68436932563782,128.51718199253082,132.34999465942383,136.18280732631683,140.01561999320984,143.84843266010284,147.68124532699585,151.51405799388885,155.34687066078186,159.17968332767487,163.01249599456787,166.84530866146088,170.67812132835388,174.5109339952469,178.3437466621399,182.1765593290329,186.0093719959259,189.8421846628189,193.6749973297119,197.50780999660492,201.34062266349792,205.17343533039093,209.00624799728394,212.83906066417694,216.67187333106995,220.50468599796295,224.33749866485596,228.17031133174896,232.00312399864197,235.83593666553497,239.66874933242798,243.50156199932098,247.334374666214,251.167187333107,255]}"
"1372","{""values"":[24,84,268,1001,2866,7350,13865,22118,30323,36902,42583,47091,51012,52554,52338,50505,46586,42146,37948,34174,31041,27663,25369,23256,21344,20073,18908,17845,16745,15997,15164,14293,14029,13824,13720,13013,12624,12222,12025,11877,11316,11126,10546,10186,9658,9496,9180,8432,8162,7443,6637,5580,4619,3544,2674,2080,1642,1212,887,638,361,197,113,77],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
